Player,Country,Season,Cumulative Mat,Cumulative Inns,Cumulative Overs,Cumulative Runs,Cumulative Wkts,Cumulative Econ,player_id
CR Brathwaite,West Indies,2016,8,8.0,24.0,212.0,5.0,8.83,e342e5fb
CR Brathwaite,West Indies,2016/17,10,9.0,28.0,259.0,5.0,9.15,e342e5fb
CR Brathwaite,West Indies,2017,13,12.0,35.30000019073486,330.0,6.0,9.23,e342e5fb
CR Brathwaite,West Indies,2017/18,22,21.0,60.59999942779541,504.0,18.0,8.2,e342e5fb
CR Brathwaite,West Indies,2018,25,24.0,69.59999942779541,613.0,22.0,8.69,e342e5fb
CR Brathwaite,West Indies,2018/19,29,28.0,82.59999942779541,709.0,25.0,8.5,e342e5fb
CR Brathwaite,West Indies,2019,38,36.0,111.59999942779541,954.0,31.0,8.49,e342e5fb
CR Ervine,Zimbabwe,2010,0,0.0,0.0,0.0,0.0,0.0,c96311d4
CR Ervine,Zimbabwe,2012/13,3,0.0,0.0,0.0,0.0,0.0,c96311d4
CR Ervine,Zimbabwe,2015,7,0.0,0.0,0.0,0.0,0.0,c96311d4
CR Ervine,Zimbabwe,2015/16,10,0.0,0.0,0.0,0.0,0.0,c96311d4
CR Ervine,Zimbabwe,2019,16,0.0,0.0,0.0,0.0,0.0,c96311d4
CR Ervine,Zimbabwe,2019/20,22,0.0,0.0,0.0,0.0,0.0,c96311d4
CR Ervine,Zimbabwe,2020/21,24,0.0,0.0,0.0,0.0,0.0,c96311d4
CR Ervine,Zimbabwe,2021,25,0.0,0.0,0.0,0.0,0.0,c96311d4
CR Ervine,Zimbabwe,2022,34,0.0,0.0,0.0,0.0,0.0,c96311d4
CR Ervine,Zimbabwe,2022/23,49,0.0,0.0,0.0,0.0,0.0,c96311d4
CR Ervine,Zimbabwe,2023/24,59,0.0,0.0,0.0,0.0,0.0,c96311d4
CR Ervine,Zimbabwe,2024,68,0.0,0.0,0.0,0.0,0.0,c96311d4
CR Foggo,Bermuda,2008,0,0.0,0.0,0.0,0.0,0.0,3e722460
CR Suryawanshi,Singapore,2019,0,0.0,0.0,0.0,0.0,0.0,8a3756a0
CR Suryawanshi,Singapore,2023,3,1.0,2.0,13.0,1.0,6.5,8a3756a0
CR Woakes,England,2010/11,0,0.0,0.0,0.0,0.0,0.0,4c5d73db
CR Woakes,England,2011,2,2.0,7.0,63.0,2.0,9.0,4c5d73db
CR Woakes,England,2013,3,3.0,10.0,94.0,2.0,9.44,4c5d73db
CR Woakes,England,2014,4,4.0,11.0,113.0,2.0,11.83,4c5d73db
CR Woakes,England,2015/16,6,6.0,19.0,187.0,4.0,10.97,4c5d73db
CR Woakes,England,2021,8,8.0,27.0,253.0,7.0,10.29,4c5d73db
CR Woakes,England,2021/22,10,10.0,34.0,276.0,8.0,8.89,4c5d73db
CR Woakes,England,2022,16,16.0,54.29999923706055,427.0,15.0,8.32,4c5d73db
CR Woakes,England,2022/23,18,18.0,62.29999923706055,483.0,19.0,8.17,4c5d73db
CR Woakes,England,2023/24,29,29.0,90.29999923706055,720.0,27.0,8.28,4c5d73db
CRD Fernando,Sri Lanka,2006,0,0.0,0.0,0.0,0.0,0.0,342d8ade
CRD Fernando,Sri Lanka,2006/07,1,1.0,4.0,22.0,1.0,5.5,342d8ade
CRD Fernando,Sri Lanka,2007/08,3,3.0,11.0,77.0,4.0,7.07,342d8ade
CRD Fernando,Sri Lanka,2008/09,8,8.0,28.0,181.0,10.0,6.47,342d8ade
CRD Fernando,Sri Lanka,2009/10,13,13.0,46.0,337.0,15.0,7.31,342d8ade
CRD Fernando,Sri Lanka,2010/11,15,15.0,53.0,392.0,16.0,7.38,342d8ade
CRD Fernando,Sri Lanka,2011/12,16,16.0,57.0,421.0,17.0,7.38,342d8ade
CRD Fernando,Sri Lanka,2015/16,17,17.0,61.0,457.0,18.0,7.47,342d8ade
CS Baugh,West Indies,2008/09,0,0.0,0.0,0.0,0.0,0.0,151e8077
CS Baugh,West Indies,2011/12,1,0.0,0.0,0.0,0.0,0.0,151e8077
CS MacLeod,Scotland,2009,0,0.0,0.0,0.0,0.0,0.0,9c376401
CS MacLeod,Scotland,2011/12,2,2.0,5.0,56.0,0.0,11.2,9c376401
CS MacLeod,Scotland,2012,6,2.0,5.0,56.0,0.0,11.2,9c376401
CS MacLeod,Scotland,2012/13,7,2.0,5.0,56.0,0.0,11.2,9c376401
CS MacLeod,Scotland,2013,9,2.0,5.0,56.0,0.0,11.2,9c376401
CS MacLeod,Scotland,2013/14,11,4.0,11.0,83.0,2.0,7.85,9c376401
CS MacLeod,Scotland,2015,15,4.0,11.0,83.0,2.0,7.85,9c376401
CS MacLeod,Scotland,2015/16,19,4.0,11.0,83.0,2.0,7.85,9c376401
CS MacLeod,Scotland,2016/17,24,5.0,12.0,98.0,2.0,9.28,9c376401
CS MacLeod,Scotland,2018,28,6.0,13.0,111.0,2.0,9.9,9c376401
CS MacLeod,Scotland,2018/19,34,6.0,13.0,111.0,2.0,9.9,9c376401
CS MacLeod,Scotland,2019,37,6.0,13.0,111.0,2.0,9.9,9c376401
CS MacLeod,Scotland,2019/20,41,8.0,17.0,132.0,2.0,8.74,9c376401
CS MacLeod,Scotland,2021,49,11.0,23.0,174.0,4.0,8.26,9c376401
CS MacLeod,Scotland,2021/22,52,13.0,25.0,181.0,4.0,7.53,9c376401
CS MacLeod,Scotland,2022,60,14.0,29.0,209.0,5.0,7.49,9c376401
CS MacLeod,Scotland,2022/23,61,14.0,29.0,209.0,5.0,7.49,9c376401
CS Martin,New Zealand,2007/08,0,0.0,0.0,0.0,0.0,0.0,05e0fab5
CT Bancroft,Australia,2015/16,0,0.0,0.0,0.0,0.0,0.0,399b0b94
CT Mumba,Zimbabwe,2019/20,0,0.0,0.0,0.0,0.0,0.0,28496266
CT Mumba,Zimbabwe,2023/24,2,2.0,5.0,50.0,0.0,10.0,28496266
CT Mutombodzi,Zimbabwe,2012/13,0,0.0,0.0,0.0,0.0,0.0,26f12506
